condition_id,question,description,end_date
0x47d9616adbbaef3d1887d479392ef80b6ab565d756d1d366ac8d8e2de287cac8,Trump positive favorability on Day 100?,"This market will resolve to “Yes” if Donald Trump’s favorable rating according to RealClearPolitics is higher than his unfavorable rating on April 29, 2025. Otherwise, this market will resolve to “No”.

Trump’s favorable rating must be higher than his unfavorable rating for a “Yes” resolution; ties will not qualify.

The resolution source will be RealClearPolitics’ Favorability Ratings poll aggregator, https://www.realclearpolling.com/polls/favorability/political-leaders, specifically the RCP average under the column labeled ""Spread"" checked at 12:00 PM ET (noon) on the resolution date.

The listed value as of the check time will be used to resolve this market regardless of the listed date range.

Changes in the methodology by which RealClearPolitics calculates the favorability rating will have no bearing on the resolution of this market.

Please note the resolution source reports the rating value to only one decimal point (e.g. 2.8%, -3.9%, etc). Thus, this is the level of precision that will be used when resolving the market.",2025-04-29T00:00:00Z
0xacca589559453d60180cac1b03aa72fcb8c515d39ae2d9a66afc70041f4a2d35,Will Labour win the most seats in the next Australian parliamentary election?,"The 2025 Australian federal election will be held on or before 17 May 2025 to elect members of the 48th Parliament of Australia. 

This market will resolve to ""Yes"" if the Australian Labor Party controls the most seats in the Australian House of Representatives
 (Australia's lower house) as a result of the next Australian parliamentary election.

If voting in the next Australian parliamentary election does not occur by December 31, 2025, this market will resolve to ""No"".

In the case of a tie between this party and any other for the most seats held, this market will resolve in favor of the party whose listed name comes first in alphabetical order.

This market's resolution will be based solely on the number of seats won by this party, not any coalition of which it may be a part.

This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity, this market will resolve based solely on the official results as reported by the Australian government, specifically the Australian Electoral Commission (AEC) (https://www.aec.gov.au/).

Note: The Liberal and the National Parties of Australia (Liberal–National Coalition) will be considered a single party, NOT a coalition for the purpose of this market. If this alliance breaks up prior to the election, the market for Liberal–National Coalition will be assigned to the Liberal Party.",2025-05-17T00:00:00Z
0x3694d359186f0688246045a29a3143bd93ee6df053df2341c441fe7b83458c7c,Will Kim Jong Un visit US in 2025?,"If Supreme Leader of North Korea Kim Jong Un visits the United States between January 1 and December 31, 2025, 11:59 PM ET, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"".

For the purpose of this market, a ""visit"" is defined as Kim Jong Un physically entering the terrestrial or maritime territory of the United States. Whether or not Kim Jong Un enters US airspace during the timeframe of this market will have no bearing on a positive resolution.

The primary resolution source for this information will be official information from the US or North Korea, however a consensus of credible reporting will also be used.",2025-12-31T00:00:00Z
0x9fcb9901d142b5046467b4ea329508bdb19274eb1fd0fc833ee1916edd11cb73,Nuclear weapon detonation in 2025?,"This market will resolve to ""Yes"" if a nuclear weapon is detonated anywhere in the world between January 1  and December 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

For the purpose of this market's resolution, any detonation of a nuclear weapon anywhere on the planet Earth or in space will be sufficient to trigger a ""Yes"" resolution. This includes offensive usages, nuclear tests, and accidental detonations.

Use/launch of a nuclear weapon that fails to detonate, a fake weapon that never detonates, or a dirty bomb that distributes radioactive material by means of a conventional explosion are not sufficient to trigger a ""Yes"" resolution of this market. Only a successful nuclear detonation will result in a ""Yes"" resolution.

This market may resolve to ""Yes"" as soon as a nuclear detonation is confirmed by a preponderance of credible reporting.

For the purpose of this market's resolution, determination as to whether a detonation was nuclear will be made by a preponderance of credible reporting.
",2025-12-31T00:00:00Z
0xeabab81c67312e0dc6db6e9a497d18e25bcfe8d802ee6cc3681649db04335ee3,Will Trump meet with Mohammed bin Salman in his first 100 days?,"This market will resolve to ""Yes"" if the listed individual meets with Donald Trump between January 23, and April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

A meeting is defined as any encounter where both listed individual and Trump are present and interact with each other in person.

The resolution source will be a consensus of credible reporting.
",2025-04-29T00:00:00Z
0xa7418dd4edddef36d260746f7510af7627d724511a70093684cdebdf6d1490e7,Will the People's party win the second most seats in the next Canadian election?,"The next Canadian general election will take place on or before October 20, 2025, to elect members of the House of Commons to the 45th Canadian Parliament.

This market will resolve to ""Yes"" if the People's party wins the second most seats in the  House of Commons as a result of the next Canadian general election.

If voting in the next Canadian general election does not occur by December 31, 2025, this market will resolve to ""No"".

In the case of a tie between this party and any other for the second most seats won, this market will resolve in favor of the party whose listed name comes first in alphabetical order.

This market's resolution will be based solely on the number of seats won by this party, not any coalition of which it may be a part.

This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity, this market will resolve based solely on the official results as reported by the Canadian government, specifically Elections Canada (https://www.elections.ca/home.aspx).",2025-10-20T00:00:00Z
0x715b3495cd22e3d3271a6e3b8184473ce5d90ee2fecc50f5e697d2d9240ddcf0,Will Trump pardon Elon Musk in his first 100 days?,"This market will resolve to ""Yes"" if Elon Musk receives a presidential pardon, commutation, or reprieve from Donald Trump by April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If it becomes impossible for Trump issue a federal pardon, commutation, or reprieve within this market's timeframe, it may immediately resolve to ""No"".

The primary resolution source for whether Elon Musk is pardoned or not will be official information from the US government, however a consensus of credible reporting will also be used.
",2025-04-29T00:00:00Z
0x853be27f7cc1c8885108671582a29839f1c167e693cd9734e8cb4ba56a76d76e,Will another party win the most seats in the next Canadian election?,"The next Canadian general election will take place on or before October 20, 2025, to elect members of the House of Commons to the 45th Canadian Parliament.

This market will resolve to ""Yes"" if a party other than the Conservative Party, Liberal Party, New Democratic Party, Bloc Québécois, Green Party, or  People's Party wins the most seats in the  House of Commons as a result of the next Canadian general election.

If voting in the next Canadian general election does not occur by December 31, 2025, this market will resolve to ""Yes"".

In the case of a tie between this party and any other for the most seats won, this market will resolve in favor of the party whose listed name comes first in alphabetical order.

This market's resolution will be based solely on the number of seats won by this party, not any coalition of which it may be a part.

This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity, this market will resolve based solely on the official results as reported by the Canadian government, specifically Elections Canada (https://www.elections.ca/home.aspx).",2025-10-20T00:00:00Z
0x270d5aa3b23be0d4e713361d603b187dd1919c71c74226ad867699f33972c5f2,Kamala Harris divorce in 2025?,"This market will resolve to ""Yes"" if Kamala Harris and/or Douglas Emhoff announce their intention to divorce between January 21 and December 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An announcement by December 31, 2025 of their intention to divorce will be sufficient for a ""Yes"" resolution, regardless of whether the divorce later actually occurs, or whether the actual divorce occurs outside of the timeframe of this market.

The resolution source will be statements from Kamala Harris and/or Douglas Emhoff, and their representatives, however a definitive consensus of credible media reporting may be considered.",2025-12-31T00:00:00Z
0xab6faa3e66abacc484bbb4bd31ae5e2a56d6f6252b5023631f1bd9e5299fa2f8,Will Donald Trump win Nobel Peace Prize in 2025?,"This market will resolve to ""Yes"" if Donald Trump wins the 2025 Nobel Peace prize. Otherwise this market will resolve to ""No"".

If Donald Trump wins the prize along with another person/entity, this market will resolve to ""Yes"".

The resolution source for this market will be the first official announcement from the Swedish Academy.",2025-12-31T00:00:00Z
0xe79e3ce45e89e56469dfbafe4db72bed3ddf4f194a2abba096ef250c10a61908,Will Elon Musk buy TikTok before April?,"This market will resolve to ""Yes"" if credible reporting confirms that Elon Musk, either personally or through an entity, enters into an agreement with TikTok to acquire its US operations by March 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An official announcement will qualify for a ""Yes"" resolution, regardless of whether the acquisition is ultimately completed.

The primary resolution source for this market is official information from Elon Musk and/or TikTok, however a consensus of credible reporting will also be used.",2025-03-31T00:00:00Z
0x814269c7ab192dc5d81adbaff6a107a9ccd0d846b18b70139ca2419712522e3e,Will Israel annex Lebanese territory before July?,"This market will resolve to ""Yes"" if Israel officially annexes any Lebanese territory between January 4 and June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No.""

Annexation is defined as an official declaration or legal act by the Israeli government claiming sovereignty over Lebanese territory they had not previously claimed.

The primary resolution source for this market will be official information from the Israeli government; however, a consensus of credible reporting may also be used.",2026-06-30T00:00:00Z
0xae6dab898b0531faf72bf9f09517538249131850cfe48b309f7f91124411c380,Will the Liberal Party win the most seats in the next Canadian election?,"The next Canadian general election will take place on or before October 20, 2025, to elect members of the House of Commons to the 45th Canadian Parliament.

This market will resolve to ""Yes"" if the Liberal Party of Canada wins the most seats in the  House of Commons as a result of the next Canadian general election.

If voting in the next Canadian general election does not occur by December 31, 2025, this market will resolve to ""No"".

In the case of a tie between this party and any other for the most seats won, this market will resolve in favor of the party whose listed name comes first in alphabetical order.

This market's resolution will be based solely on the number of seats won by this party, not any coalition of which it may be a part.

This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity, this market will resolve based solely on the official results as reported by the Canadian government, specifically Elections Canada (https://www.elections.ca/home.aspx).",2025-10-20T00:00:00Z
0x23ee394a12234c56d4cee456ba086d242111137942cf872064d9166a96f85e7e,Will another party win the second most seats in the next Canadian election?,"The next Canadian general election will take place on or before October 20, 2025, to elect members of the House of Commons to the 45th Canadian Parliament.

This market will resolve to ""Yes"" if a party other than the Conservative Party, Liberal Party, New Democratic Party, Bloc Québécois, Green Party, or the People's Party wins the second most seats in the  House of Commons as a result of the next Canadian general election.

If voting in the next Canadian general election does not occur by December 31, 2025, this market will resolve to ""Yes"".

In the case of a tie between this party and any other for the second most seats won, this market will resolve in favor of the party whose listed name comes first in alphabetical order.

This market's resolution will be based solely on the number of seats won by this party, not any coalition of which it may be a part.

This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity, this market will resolve based solely on the official results as reported by the Canadian government, specifically Elections Canada (https://www.elections.ca/home.aspx).",2025-10-20T00:00:00Z
0x9472be65457510b7fc3477b20ba90910e99d92eac8421a14bf4b7b7a08ef31dc,"Will Trump deport 1,250,000-1,500,000 people?","During the 2024 FY ICE removed 271,484 non citizens (see: https://www.ice.gov/doclib/eoy/iceAnnualReportFY2024.pdf).

This market will resolve to ""Yes"" if U.S. Immigration and Customs Enforcement (ICE) removes between 1,250,000 (inclusive) and 1,500,000 (exclusive) non citizens in the 2025 fiscal year. Otherwise, this market ill resolve to ""No"".

The resolution source will be the FY 2025 ICE Annual Report. If the FY 2025 ICE Annual Report is not published by February 28, 2026, 11:59 PM ET, another credible resolution source will be used.",2025-12-31T00:00:00Z
0x689eb479c285abbe526ea31e32f3b300c8f77d7f144e78f3f2d35e200e52c2b6,Yoon out as president of South Korea in 2025?,"This market will resolve to “Yes” if Yoon Suk Yeol ceases to be the President of South Korea for any period of time between January 2 and December 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”.

If Yoon Suk Yeol is impeached by the National Assembly, however the Constitutional Court does not uphold the impeachment by this market's end date, it will not count toward a ""Yes"" resolution.

For this market to resolve to ""Yes"" Yoon Suk Yeol must have actually ceased to be President of South Korea before this market's end date; an announcement that Yoon will resign at a later time will not count.

The resolution source for this market will be a consensus of credible reporting.",2025-12-31T00:00:00Z
0x3dafbc946a4ce623ab70577b68caa254d65e597030f0ba1b8b4370f50878531d,Bill allowing Trump 3rd term passes House before June?,"This market will resolve to ""Yes"" if any bill that has the effect of allowing Donald Trump to legally run for a third presidential term passes the US House by May 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

This market's primary resolution source will be official information from the US government, however a consensus of credible reporting will also be used.",2025-05-31T00:00:00Z
0x151b27527458c119bbe1cabc10e760fde868d550f7bb44531d335a7ffd5e4a4e,Will The Left wins 5% or more of vote in German election?,"German Federal elections to elect the 21st Bundestag are scheduled to take place February 23, 2025.

This market will resolve to ""Yes"" if The Left (Die Linke) wins 5% or more of all party list votes in the next German parliamentary election. Otherwise, this market will resolve to ""No"".

This market's resolution will be based solely on the proportion of votes won by this party, not any coalition of which it may be a part.

If voting in the next German parliamentary election does not occur by June 30, 2025, this market will resolve to ""No"".

The primary resolution source for this market will be the official results as reported by the German government, specifically the Federal Returning Officer (Bundeswahlleiter) (https://www.bundeswahlleiterin.de/en/).",2025-02-23T00:00:00Z
0xf7f69e2e5cd511b21bb295c6deabffbf60da452b8bfbb1fd51c652f1ef5ef1e7,US national Solana reserve in 2025?,"This market will resolve to ""Yes"" if the US government holds any amount of Solana in its reserves at any point between January 15, 2025, ET and December 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

Note that the US government confiscating Solana does not count as holding Solana reserves.

The primary resolution source for this market will be official information from the US government and/or the US federal reserve, however a consensus of credible reporting will also be used.",2025-12-31T00:00:00Z
0xfe327d3b5e11ed5be58ee2f9c24778018af911ea4003a64749f9439c642d0f07,"Will Trump pardon 1,250-1,499 Jan 6 protestors in his first 100 days?","This market will resolve to ""Yes"" if between 1,250 (inclusive) and 1,499 (inclusive) people receive a presidential pardon, commutation, or reprieve from Donald Trump between January 20, and April 29, 2025, 11:59 PM ET, for crimes related to the January 6 Capitol attack. Otherwise, this market will resolve to ""No"".

Announcements that Trump will pardon individuals will not count. Only pardons, commutations, or reprieves actually issued on that date will count toward a ""Yes"" resolution.

The primary resolution source for whether any protestor is pardoned will be official information from the US government (e.g. https://www.justice.gov/pardon/clemency-recipients), however a consensus of credible reporting will also be used.",2025-04-29T00:00:00Z
0x51728d41c54059b7d4aa9dd4d1f668de21f7f5994005e7dd1d1427cf6c618e9d,Will Trump cut taxes on high earners in 2025?,"This market will resolve to ""Yes"" if Donald J. Trump, as President of the United States, signs into law a bill that lowers the maximum individual tax rate below 37% at any point between January 19 and December 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No.""

Note that the cut does not need to go into effect before the resolution date - it just needs to be signed into law by then.

This market's primary resolution source will be official information from the Trump administration, however a consensus of credible information will also be used.

",2025-12-31T00:00:00Z
0xc75dc64f8fa8f01eceb2e3269e63109f3d80d6199a02eaba4757e5d5b689950f,Will the Greens win the most seats in the next Australian parliamentary election?,"The 2025 Australian federal election will be held on or before 17 May 2025 to elect members of the 48th Parliament of Australia. 

This market will resolve to ""Yes"" if the Green Party controls the most seats in the Australian House of Representatives
 (Australia's lower house) as a result of the next Australian parliamentary election.

If voting in the next Australian parliamentary election does not occur by December 31, 2025, this market will resolve to ""No"".

In the case of a tie between this party and any other for the most seats held, this market will resolve in favor of the party whose listed name comes first in alphabetical order.

This market's resolution will be based solely on the number of seats won by this party, not any coalition of which it may be a part.

This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity, this market will resolve based solely on the official results as reported by the Australian government, specifically the Australian Electoral Commission (AEC) (https://www.aec.gov.au/).

Note: The Liberal and the National Parties of Australia (Liberal–National Coalition) will be considered a single party, NOT a coalition for the purpose of this market. If this alliance breaks up prior to the election, the market for Liberal–National Coalition will be assigned to the Liberal Party.",2025-05-17T00:00:00Z
0x5fc28bfcb6f16080415695b53f1f60820f403a94ce16696eea2f0085d823bc92,Will George Simion win the Romanian presidential election?,"The first round of the Romanian presidential election, originally held on November 24, 2024, was annulled by the Constitutional Court. On January 16, Romania's coalition government approved a re-run of the presidential election. It is scheduled for May 4, with a second round on May 18, if no candidate receives an absolute majority of the vote (see: https://www.reuters.com/world/europe/romania-confirms-date-tightens-rules-presidential-election-rerun-2025-01-16/).

This market will resolve to the individual who wins the next Romanian presidential election including any potential second round.

This market is inclusive of any election which results in the selection of the next Romanian President. For example, if Romania decides to recertify the results of the November 2024 election, this market would resolve accordingly.

If the result of this election isn't known by December 31, 2025, 11:59 PM ET, the market group will resolve to ""Other"".

This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity, this market will resolve based solely on the official results as reported by the Romanian Government, specifically the Permanent Electoral Authority (https://www.roaep.ro/prezentare/).
",2025-12-31T00:00:00Z
0x09c314ec8306ecadfd263d7fdef1425a44791547474a92be675c70ae451277ad,Conservatives win majority in Canadian election?,"The next Canadian general election will take place on or before October 20, 2025, to elect members of the House of Commons to the 45th Canadian Parliament.

This market will resolve to ""Yes"" if the Conservative Party of Canada wins a majority of seats (170 or more) in the House of Commons as a result of the next Canadian general election. Otherwise, this market will resolve to ""No"".

If the results of this election aren't known by December 31, 2025, 11:59 PM ET, this market will resolve 50-50.

This market's resolution will be based solely on the number of seats won by this party, not any coalition or alliance of which it may be a part.

This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity, this market will resolve based solely on the official results as reported by the Canadian government, specifically Elections Canada (https://www.elections.ca/home.aspx).",2025-10-20T00:00:00Z
0x5ca16b05d10f34511942b3d01aff37c765666744a4adf5f5c280aa04a8eda7bf,Will Trump cut military spending?,"The 2025 National Defense Authorization Act provides $895.2 billion in FY 2025 funding for national defense (see: https://www.armed-services.senate.gov/imo/media/doc/fy25_ndaa_conference_executive_summary.pdf)

This market will resolve to ""Yes"" if the National Defense Topline budget in the first official budget proposal released by the White House Office of Management and Budget (OMB) for fiscal year 2026 is less than $895.2 billion. Otherwise, this market will resolve to ""No.""

Note that this market resolves solely on the first official budget proposal, regardless of whether the amount is later changed/altered.

If the Trump Administration does not propose a defense budget for fiscal year 2026 by December 31, 2025, 11:59 PM ET this market will resolve to ""No.""

The resolution source will be the Trump Administration, specifically the White House OMB or other credible government sources. 
",2025-12-31T00:00:00Z
0x23ec063e55dbd9413ba1a56030f036e8b0354ed904d624b6c0d564e352c5c0d5,Will Bloc Québécois party win the most seats in the next Canadian election?,"The next Canadian general election will take place on or before October 20, 2025, to elect members of the House of Commons to the 45th Canadian Parliament.

This market will resolve to ""Yes"" if Bloc Québécoiswins wins the most seats in the  House of Commons as a result of the next Canadian general election.

If voting in the next Canadian general election does not occur by December 31, 2025, this market will resolve to ""No"".

In the case of a tie between this party and any other for the most seats won, this market will resolve in favor of the party whose listed name comes first in alphabetical order.

This market's resolution will be based solely on the number of seats won by this party, not any coalition of which it may be a part.

This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity, this market will resolve based solely on the official results as reported by the Canadian government, specifically Elections Canada (https://www.elections.ca/home.aspx).",2025-10-20T00:00:00Z
0x284ef81c8d207d194755b15c324035eb1a7ac7d1a23a38dd30d3fb97afa36204,TikTok sale announced before April?,"This market will resolve to “Yes” if ByteDance announces their intention to sell TikTok by March 31, 2025, 11:59 PM ET. Otherwise this market will resolve to “No”.

A public announcement of the intention to sell TikTok will qualify even if a sale has not been finalized. This includes any formal declaration made by ByteDance or its authorized representatives regarding their plans to sell or transfer ownership of TikTok.

The primary resolution source for this market will be official information from ByteDance. However, a consensus of credible reporting may also be used.",2025-03-31T00:00:00Z
0xcc21c561bc883afff569ba8c3be77b8d3af8aa3ca84d8f60d100b09b4cbebce6,Will Bobby Kotick buy TikTok?,"This market will resolve to ""Yes"" if credible reporting confirms that Bobby Kotick, either personally or through an entity, enters into an agreement with TikTok to acquire its US operations by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An official announcement will qualify for a ""Yes"" resolution, regardless of whether the acquisition is ultimately completed.

The entity entering into the agreement does not need to be controlled by Bobby Kotick; his involvement as a partial owner, investor, or similar role will qualify for a ""Yes"" resolution.

The primary resolution source for this market is official information from Bobby Kotick and/or TikTok, however a consensus of credible reporting will also be used.",2025-06-30T00:00:00Z
0x784d67eb3b205e7f6543b09d8737d5dc1c2a14d43a102bbb59f7f4f94fc56135,Will Hunor Kelemen win the Romanian presidential election?,"The first round of the Romanian presidential election, originally held on November 24, 2024, was annulled by the Constitutional Court. On January 16, Romania's coalition government approved a re-run of the presidential election. It is scheduled for May 4, with a second round on May 18, if no candidate receives an absolute majority of the vote (see: https://www.reuters.com/world/europe/romania-confirms-date-tightens-rules-presidential-election-rerun-2025-01-16/).

This market will resolve to the individual who wins the next Romanian presidential election including any potential second round.

This market is inclusive of any election which results in the selection of the next Romanian President. For example, if Romania decides to recertify the results of the November 2024 election, this market would resolve accordingly.

If the result of this election isn't known by December 31, 2025, 11:59 PM ET, the market group will resolve to ""Other"".

This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity, this market will resolve based solely on the official results as reported by the Romanian Government, specifically the Permanent Electoral Authority (https://www.roaep.ro/prezentare/).
",2025-12-31T00:00:00Z
0x14e7a202f66c21bb2888a76897513043df18288769773b85997dfea14fd0ddc2,Karen Bass out as Mayor of LA before April?,"This market will resolve to ""Yes"" if Karen Bass is no longer serving as Mayor of Los Angeles for any length of time between January 7 and March 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An announcement of Karen Bass's resignation/removal before this market's end date will immediately resolve this market to ""Yes"", regardless of when the announced resignation/removal goes into effect.

This market's resolution source will be a consensus of credible reporting.",2025-03-31T00:00:00Z
0x483d2b4daa159d442b20a5389402af17af98232dd68a9203ac73bd1713791e71,US national Dogecoin reserve in 2025?,"This market will resolve to ""Yes"" if the US government holds any amount of Dogecoin in its reserves at any point between January 15, 2025, ET and December 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

Note that the US government confiscating Dogecoin does not count as holding Dogecoin reserves.

The primary resolution source for this market will be official information from the US government and/or the US federal reserve, however a consensus of credible reporting will also be used.",2025-12-31T00:00:00Z
0x1fe7feef83117fbb4e30fe415154cb9fbd6a7f74ec3caa09fb1f90470120aff2,Will Donald Trump visit Mexico in 2025?,"If U.S. President Donald Trump visits a listed country between January 15 and December 31, 2025 11:59 PM ET, the relevant market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"".

For the purpose of this market, a ""visit"" is defined as Trump physically entering the terrestrial or maritime territory of the listed country. Whether or not Trump enters the country's airspace during the timeframe of this market will have no bearing on a positive resolution.

The primary resolution source for this information will be official information from government of the United States of America, official information from Trump or released by his verified social media accounts (e.g. https://twitter.com/POTUS), however, a consensus of credible reporting will also be used.
",2025-12-31T00:00:00Z
0x566546a3e89e3d182692dc4db265ba45f78cebe8708f6f510af7197f8c3e2349,Will Walmart buy TikTok?,"This market will resolve to ""Yes"" if it is announced that TikTok will be, has been, or is being acquired by or merged with Walmart, by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An announcement by TikTok will qualify for a ""Yes"" resolution, regardless of whether the announced acquisition/merger actually occurs.

If TikTok is part of an acquisition or merger involving the specified entity, this market will resolve to ""Yes,"" regardless of whether it is the sole buyer or partner.

The primary resolution source for this market will be official information from TikTok or Walmart, however a consensus of credible reporting may also be used.",2025-06-30T00:00:00Z
0x29f5d34ac7112f90cf206ffe22f270450cf16c2690be2f744b5a1f2cb016db91,Will Donald Trump visit China in 2025?,"If U.S. President Donald Trump visits a listed country between January 15 and December 31, 2025 11:59 PM ET, the relevant market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"".

For the purpose of this market, a ""visit"" is defined as Trump physically entering the terrestrial or maritime territory of the listed country. Whether or not Trump enters the country's airspace during the timeframe of this market will have no bearing on a positive resolution.

The primary resolution source for this information will be official information from government of the United States of America, official information from Trump or released by his verified social media accounts (e.g. https://twitter.com/POTUS), however, a consensus of credible reporting will also be used.
",2025-12-31T00:00:00Z
0xffffb2874475ae9c1e3a0e3c3c4b4e329eb3105427aa484f357bf41c5fd77c4f,No change in Fed interest rates after May 2025 meeting?,"The FED interest rates are defined in this market by the upper bound of the target federal funds range. The decisions on the target federal fund range are made by the Federal Open Market Committee (FOMC) meetings.

This market will resolve to the amount of basis points the upper bound of the target federal funds rate is changed by versus the level it was prior to the Federal Reserve's May 2025 meeting.

If the target federal funds rate is changed to a level not expressed in the displayed options, the change will be rounded up to the nearest 25 and will resolve to the relevant bracket. (e.g. if there's a cut/increase of 12.5 bps it will be considered to be 25 bps)

The resolution source for this market is the FOMC’s statement after its meeting scheduled for May 6 - 7, 2025 according to the official calendar: https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm.

The level and change of the target federal funds rate is also published at the official website of the Federal Reserve at https://www.federalreserve.gov/monetarypolicy/openmarket.htm.

This market may resolve as soon as the FOMC’s statement for their May meeting with relevant data is issued. If no statement is released by the end date of the next scheduled meeting, this market will resolve to the ""No change"" bracket.",2025-05-07T00:00:00Z
0x9e7a49b1879cbbe71acddda37f20a510dc130a77d35872abf61200d5626b1987,Ukraine lowers conscription age before May 9?,"This market will resolve to ""Yes"" if the government of Ukraine lowers the minimum military conscription age by May 9, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

The change must be confirmed through an official government announcement, legislation, or decree.

The primary resolution source will be official information from the government of Ukraine, however a consensus of credible reporting will also be used.",2025-05-09T00:00:00Z
0x0ff3c9a02e75c984371ca27a0527e66d01f9781f3e0889c8a777c7eabf7e2d27,Fauci extradited to Russia before April?,"This market will resolve to ""Yes"" if former Chief Medical Advisor to the President Anthony Fauci is extradited to Russia by March 31, 2025, 11:59 PM ET. Otherwise this market will resolve to ""No"".

""Extradited"" to a Russia means Fauci must be extradited and physically enter the terrestrial or maritime territory of Russia while in official custody.

The resolution source will be official government sources from the relevant extraditing and receiving countries, however a consensus of credible reporting will suffice.",2025-03-31T00:00:00Z
0x6cb6468b0c5ea55d408c7dfbd66cb16b222093bf511e74669c8f06bb85027c58,Will MrBeast buy TikTok before July?,"This market will resolve to ""Yes"" if credible reporting confirms that MrBeast (James Stephen ""Jimmy"" Donaldson), either personally or through an entity, enters into an agreement with TikTok to acquire its US operations by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An official announcement will qualify for a ""Yes"" resolution, regardless of whether the acquisition is ultimately completed.

The entity entering into the agreement does not need to be controlled by MrBeast; his involvement as a partial owner, investor, or similar role will qualify for a ""Yes"" resolution.

The primary resolution source for this market is official information from MrBeast and/or TikTok, however a consensus of credible reporting will also be used.",2025-06-30T00:00:00Z
0x62c31fbf225cb8c27a728841640c92d3cd40e896f1820f8df2f26f5301b58090,Will Steve Mnuchin buy TikTok?,"This market will resolve to ""Yes"" if credible reporting confirms that Steve Mnuchin, either personally or through an entity, enters into an agreement with TikTok to acquire its US operations by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An official announcement will qualify for a ""Yes"" resolution, regardless of whether the acquisition is ultimately completed.

The entity entering into the agreement does not need to be controlled by Steve Mnuchin; his involvement as a partial owner, investor, or similar role will qualify for a ""Yes"" resolution.

The primary resolution source for this market is official information from Steve Mnuchin and/or TikTok, however a consensus of credible reporting will also be used.",2025-06-30T00:00:00Z
0x08e4a29cfed319d93843bf78a0953f70c203fdc98051bb4a886483b4cc2ceb8a,Will Donald Trump visit Ukraine in 2025?,"If U.S. President Donald Trump visits a listed country between January 15 and December 31, 2025 11:59 PM ET, the relevant market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"".

For the purpose of this market, a ""visit"" is defined as Trump physically entering the terrestrial or maritime territory of the listed country. Whether or not Trump enters the country's airspace during the timeframe of this market will have no bearing on a positive resolution.

The primary resolution source for this information will be official information from government of the United States of America, official information from Trump or released by his verified social media accounts (e.g. https://twitter.com/POTUS), however, a consensus of credible reporting will also be used.
",2025-12-31T00:00:00Z
0x0dfba940a6f7b8b3c4b56388846818dbe497e35616e38373729e155adbfc623c,Will Sam Altman buy TikTok?,"This market will resolve to ""Yes"" if credible reporting confirms that Sam Altman, either personally or through an entity, enters into an agreement with TikTok to acquire its US operations by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An official announcement will qualify for a ""Yes"" resolution, regardless of whether the acquisition is ultimately completed.

The entity entering into the agreement does not need to be controlled by Sam Altman; his involvement as a partial owner, investor, or similar role will qualify for a ""Yes"" resolution.

The primary resolution source for this market is official information from Sam Altman and/or TikTok, however a consensus of credible reporting will also be used.",2025-06-30T00:00:00Z
