title,url,matching_questions,similarity,date
"Interview: The Decision 2024 Team on WISN News/Talk Milwaukee Interview Donald Trump - November 5, 2024",https://player.vimeo.com/video/1027096828,Trump Rust Belt swing state sweep?,0.40910857915878296,2024-11-05
"Interview: The Decision 2024 Team on WISN News/Talk Milwaukee Interview Donald Trump - November 5, 2024",https://player.vimeo.com/video/1027096828,Will Bernie Sanders win the popular vote in the 2024 Presidential Election?,0.40854841470718384,2024-11-05
"Interview: The Decision 2024 Team on WISN News/Talk Milwaukee Interview Donald Trump - November 5, 2024",https://player.vimeo.com/video/1027096828,Trump nominates RFK Jr. to Cabinet?,0.4070706367492676,2024-11-05
"Interview: The Decision 2024 Team on WISN News/Talk Milwaukee Interview Donald Trump - November 5, 2024",https://player.vimeo.com/video/1027096828,Will Trump mention $MAGA before Election?,0.40693536400794983,2024-11-05
"Interview: The Decision 2024 Team on WISN News/Talk Milwaukee Interview Donald Trump - November 5, 2024",https://player.vimeo.com/video/1027096828,Will Trump win North Dakota by the largest margin?,0.40676048398017883,2024-11-05
"Interview: The Decision 2024 Team on WISN News/Talk Milwaukee Interview Donald Trump - November 5, 2024",https://player.vimeo.com/video/1027096828,Will Alaska be the last state to be called by the AP?,0.4064868688583374,2024-11-05
"Interview: The Decision 2024 Team on WISN News/Talk Milwaukee Interview Donald Trump - November 5, 2024",https://player.vimeo.com/video/1027096828,Will Trump win Idaho by the largest margin?,0.4058098793029785,2024-11-05
"Interview: The Decision 2024 Team on WISN News/Talk Milwaukee Interview Donald Trump - November 5, 2024",https://player.vimeo.com/video/1027096828,"Will Trump say ""border"" 20 or more times during Michigan rally on Nov 4?",0.40538138151168823,2024-11-05
"Interview: The Decision 2024 Team on WISN News/Talk Milwaukee Interview Donald Trump - November 5, 2024",https://player.vimeo.com/video/1027096828,Will the AP call the election by November 12?,0.4040876626968384,2024-11-05
"Interview: The Decision 2024 Team on WISN News/Talk Milwaukee Interview Donald Trump - November 5, 2024",https://player.vimeo.com/video/1027096828,Will TRUMP reach $1b first?,0.40337270498275757,2024-11-05
"Interview: The Decision 2024 Team on WISN News/Talk Milwaukee Interview Donald Trump - November 5, 2024",https://player.vimeo.com/video/1027096828,Will the AP call the election on November 7?,0.40315425395965576,2024-11-05
"Interview: The Decision 2024 Team on WISN News/Talk Milwaukee Interview Donald Trump - November 5, 2024",https://player.vimeo.com/video/1027096828,"Will Trump say ""can you imagine"" 3 or more times during Pittsburgh rally on Nov 4?",0.4024137854576111,2024-11-05
"Interview: The Decision 2024 Team on WISN News/Talk Milwaukee Interview Donald Trump - November 5, 2024",https://player.vimeo.com/video/1027096828,Will Vivek Ramaswamy win the popular vote in the 2024 Presidential Election?,0.40194016695022583,2024-11-05
"Interview: The Decision 2024 Team on WISN News/Talk Milwaukee Interview Donald Trump - November 5, 2024",https://player.vimeo.com/video/1027096828,"Will Trump say ""Kamala"" 25 or more times during Michigan rally on Nov 4?",0.40159839391708374,2024-11-05
"Interview: The Decision 2024 Team on WISN News/Talk Milwaukee Interview Donald Trump - November 5, 2024",https://player.vimeo.com/video/1027096828,Will the AP call the election by November 30?,0.4010319709777832,2024-11-05
"Interview: The Decision 2024 Team on WISN News/Talk Milwaukee Interview Donald Trump - November 5, 2024",https://player.vimeo.com/video/1027096828,Will Joe Biden endorse Donald Trump?,0.4009259343147278,2024-11-05
"Interview: The Decision 2024 Team on WISN News/Talk Milwaukee Interview Donald Trump - November 5, 2024",https://player.vimeo.com/video/1027096828,Will RFK Jr. debate Biden/Trump?,0.4008517265319824,2024-11-05
"Interview: The Decision 2024 Team on WISN News/Talk Milwaukee Interview Donald Trump - November 5, 2024",https://player.vimeo.com/video/1027096828,Will AOC win the popular vote in the 2024 Presidential Election?,0.4007166028022766,2024-11-05
"Interview: The Decision 2024 Team on WISN News/Talk Milwaukee Interview Donald Trump - November 5, 2024",https://player.vimeo.com/video/1027096828,AP doesn't call the election by November 20?,0.400373250246048,2024-11-05
"Interview: The Full Send Podcast Team Joins Donald Trump on His Plane - October 12, 2024",https://player.vimeo.com/video/1022386726,Trump-Vance Republican ticket on election day?,0.49530819058418274,2024-10-12
"Interview: The Full Send Podcast Team Joins Donald Trump on His Plane - October 12, 2024",https://player.vimeo.com/video/1022386726,Donald & Melania Trump divorce before election?,0.4896407723426819,2024-10-12
"Interview: The Full Send Podcast Team Joins Donald Trump on His Plane - October 12, 2024",https://player.vimeo.com/video/1022386726,Trump fires campaign manager?,0.43275535106658936,2024-10-12
"Interview: The Full Send Podcast Team Joins Donald Trump on His Plane - October 12, 2024",https://player.vimeo.com/video/1022386726,Trump in jail before election day?,0.4299214482307434,2024-10-12
"Interview: The Full Send Podcast Team Joins Donald Trump on His Plane - October 12, 2024",https://player.vimeo.com/video/1022386726,"Will Trump say ""million"" 15 or more times during Arizona rally on October 13?",0.42097604274749756,2024-10-12
"Interview: The Full Send Podcast Team Joins Donald Trump on His Plane - October 12, 2024",https://player.vimeo.com/video/1022386726,Trump nominates RFK Jr. to Cabinet?,0.4140453338623047,2024-10-12
"Interview: The Full Send Podcast Team Joins Donald Trump on His Plane - October 12, 2024",https://player.vimeo.com/video/1022386726,"Will Trump say ""too big to rig"" 3 or more times during California rally on October 12?",0.4114282727241516,2024-10-12
"Interview: The Full Send Podcast Team Joins Donald Trump on His Plane - October 12, 2024",https://player.vimeo.com/video/1022386726,"Will Trump say ""North Carolina"" 3 or more times during Colorado rally on October 11?",0.40994369983673096,2024-10-12
"Interview: The Full Send Podcast Team Joins Donald Trump on His Plane - October 12, 2024",https://player.vimeo.com/video/1022386726,"Will Trump say ""tax"" 30 or more times during California rally on October 12?",0.40702489018440247,2024-10-12
"Interview: The Full Send Podcast Team Joins Donald Trump on His Plane - October 12, 2024",https://player.vimeo.com/video/1022386726,Will Trump win Miami?,0.4056498110294342,2024-10-12
"Interview: Tom Klingenstein of the Claremont Institute Interviews Donald Trump at Mar-a-Lago - October 18, 2024.",https://player.vimeo.com/video/1022716057,Donald & Melania Trump divorce before election?,0.47987180948257446,2024-10-18
"Interview: Tom Klingenstein of the Claremont Institute Interviews Donald Trump at Mar-a-Lago - October 18, 2024.",https://player.vimeo.com/video/1022716057,Will RFK Jr. debate Biden/Trump?,0.4569181799888611,2024-10-18
"Interview: Tom Klingenstein of the Claremont Institute Interviews Donald Trump at Mar-a-Lago - October 18, 2024.",https://player.vimeo.com/video/1022716057,Will either Kamala or Trump win every swing state?,0.4105069637298584,2024-10-18
"Interview: Will Compton and Taylor Lewan Interview Donald Trump on Their Podcast - October 14, 2024",https://player.vimeo.com/video/1021680539,Will Joe Biden endorse Donald Trump?,0.41514042019844055,2024-10-14
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 12, 2025",https://player.vimeo.com/video/1056201373,Will Stephen Miller be Trump’s Director of National Intelligence?,0.4726923704147339,2025-02-12
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 12, 2025",https://player.vimeo.com/video/1056201373,Will Ric Grenell be Trump’s Director of National Intelligence?,0.4721490740776062,2025-02-12
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 12, 2025",https://player.vimeo.com/video/1056201373,Will Trump meet with Zelenskyy by next Friday?,0.4589368402957916,2025-02-12
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 12, 2025",https://player.vimeo.com/video/1056201373,Will Tulsi Gabbard be Trump’s Director of National Intelligence?,0.45207950472831726,2025-02-12
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 12, 2025",https://player.vimeo.com/video/1056201373,Will Andrew Bailey be Trump's FBI director?,0.4329628348350525,2025-02-12
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 12, 2025",https://player.vimeo.com/video/1056201373,Will Kash Patel be Trump's FBI director?,0.43237507343292236,2025-02-12
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 12, 2025",https://player.vimeo.com/video/1056201373,Will Ezra Cohen-Watnick be Trump’s Director of National Intelligence?,0.42420971393585205,2025-02-12
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 12, 2025",https://player.vimeo.com/video/1056201373,Will Douglas Macgregor be Trump’s Director of National Intelligence?,0.4157666862010956,2025-02-12
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 12, 2025",https://player.vimeo.com/video/1056201373,Will Chris Stewart be Trump’s Director of National Intelligence?,0.40950286388397217,2025-02-12
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 12, 2025",https://player.vimeo.com/video/1056201373,Will Trump meet with Volodymyr Zelenskyy in his first 100 days?,0.4061245918273926,2025-02-12
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 12, 2025",https://player.vimeo.com/video/1056201373,Will Robert O'Brien be Trump’s Director of National Intelligence?,0.40349823236465454,2025-02-12
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 12, 2025",https://player.vimeo.com/video/1056201373,Will Michael Flynn be Trump’s Director of National Intelligence?,0.40221214294433594,2025-02-12
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 20, 2025",https://player.vimeo.com/video/1059150194,Will Trump issue an executive order on February 19?,0.516370415687561,2025-02-20
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 20, 2025",https://player.vimeo.com/video/1059150194,Will Trump issue an executive order on February 15?,0.5150368809700012,2025-02-20
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 20, 2025",https://player.vimeo.com/video/1059150194,Will Trump issue an executive order on February 20?,0.510277271270752,2025-02-20
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 20, 2025",https://player.vimeo.com/video/1059150194,Will Ken Paxton be Trump's FBI director?,0.42056262493133545,2025-02-20
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 20, 2025",https://player.vimeo.com/video/1059150194,Trump negative approval before April?,0.41180747747421265,2025-02-20
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 20, 2025",https://player.vimeo.com/video/1059150194,Will Andrew Bailey be Trump's FBI director?,0.40341460704803467,2025-02-20
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 20, 2025",https://player.vimeo.com/video/1059150194,Will Kash Patel be Trump's FBI director?,0.4028317332267761,2025-02-20
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 25, 2025",https://player.vimeo.com/video/1060245263,Will Trump Media invest in $TRUMP before March?,0.5124941468238831,2025-02-25
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 25, 2025",https://player.vimeo.com/video/1060245263,Will Trump Media invest in Ethereum before March?,0.49443820118904114,2025-02-25
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 25, 2025",https://player.vimeo.com/video/1060245263,Will Trump Media invest in Solana before March?,0.48034748435020447,2025-02-25
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 25, 2025",https://player.vimeo.com/video/1060245263,Will Trump Media invest in Bitcoin before March?,0.4676723778247833,2025-02-25
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 25, 2025",https://player.vimeo.com/video/1060245263,Will Trump pass a border/immigration law in first 100 days?,0.4406600594520569,2025-02-25
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 25, 2025",https://player.vimeo.com/video/1060245263,Price of eggs goes up in Trump's first month?,0.43450719118118286,2025-02-25
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 25, 2025",https://player.vimeo.com/video/1060245263,Trump tariffs on Canada in effect by May 1?,0.4294320344924927,2025-02-25
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 25, 2025",https://player.vimeo.com/video/1060245263,Trump positive favorability on March 1?,0.42791879177093506,2025-02-25
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 25, 2025",https://player.vimeo.com/video/1060245263,Will Trump cut NPR funding in February?,0.42144185304641724,2025-02-25
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 25, 2025",https://player.vimeo.com/video/1060245263,Will Trump say 'tariff' 5+ times times during the 2025 State of the Union?,0.41636714339256287,2025-02-25
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 25, 2025",https://player.vimeo.com/video/1060245263,Trump negative approval before April?,0.41044139862060547,2025-02-25
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 25, 2025",https://player.vimeo.com/video/1060245263,Trump tariffs on Mexico in effect by May 1?,0.409639835357666,2025-02-25
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 25, 2025",https://player.vimeo.com/video/1060245263,Trump negative approval before May?,0.40549173951148987,2025-02-25
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 25, 2025",https://player.vimeo.com/video/1060245263,Trump negative approval before March?,0.4011625647544861,2025-02-25
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 5, 2025",https://player.vimeo.com/video/1054608238,Will Ezra Cohen-Watnick be Trump’s Director of National Intelligence?,0.4350336194038391,2025-02-05
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 5, 2025",https://player.vimeo.com/video/1054608238,Will Stephen Miller be Trump’s Director of National Intelligence?,0.4272492825984955,2025-02-05
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 5, 2025",https://player.vimeo.com/video/1054608238,Will Trump meet with Volodymyr Zelenskyy in his first 100 days?,0.4237155616283417,2025-02-05
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 5, 2025",https://player.vimeo.com/video/1054608238,Trump tariffs on Canada in effect by May 1?,0.41371726989746094,2025-02-05
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 5, 2025",https://player.vimeo.com/video/1054608238,Will Kash Patel be Trump's FBI director?,0.4098498821258545,2025-02-05
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - February 5, 2025",https://player.vimeo.com/video/1054608238,Will Trump Media invest in Ethereum before March?,0.4091392755508423,2025-02-05
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - January 28, 2025",https://player.vimeo.com/video/1051305731,Seven Trump Cabinet confirmations in January?,0.591144859790802,2025-01-28
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - January 28, 2025",https://player.vimeo.com/video/1051305731,Five Trump Cabinet confirmations in January?,0.5909445881843567,2025-01-28
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - January 28, 2025",https://player.vimeo.com/video/1051305731,Nine Trump Cabinet confirmations in January?,0.5753028392791748,2025-01-28
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - January 28, 2025",https://player.vimeo.com/video/1051305731,Eight Trump Cabinet confirmations in January?,0.5741112232208252,2025-01-28
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - January 28, 2025",https://player.vimeo.com/video/1051305731,Four Trump Cabinet confirmations in January?,0.5739893913269043,2025-01-28
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - January 28, 2025",https://player.vimeo.com/video/1051305731,Six Trump Cabinet confirmations in January?,0.5708887577056885,2025-01-28
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - January 28, 2025",https://player.vimeo.com/video/1051305731,Ten or more Trump Cabinet confirmations in January?,0.5543879270553589,2025-01-28
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - January 28, 2025",https://player.vimeo.com/video/1051305731,Scott Bessent confirmed as Treasury Secretary?,0.457864910364151,2025-01-28
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - January 28, 2025",https://player.vimeo.com/video/1051305731,Trump nominates Elon Musk to Cabinet?,0.45306360721588135,2025-01-28
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - January 28, 2025",https://player.vimeo.com/video/1051305731,Will Ken Paxton be Trump's FBI director?,0.4450799822807312,2025-01-28
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - January 28, 2025",https://player.vimeo.com/video/1051305731,Will Lisa Murkowski  vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.43483638763427734,2025-01-28
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - January 28, 2025",https://player.vimeo.com/video/1051305731,Will Kash Patel be Trump's FBI director?,0.4308266043663025,2025-01-28
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - January 28, 2025",https://player.vimeo.com/video/1051305731,Will Mitch McConnell vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.42715364694595337,2025-01-28
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - January 28, 2025",https://player.vimeo.com/video/1051305731,Will Andrew Bailey be Trump's FBI director?,0.42592155933380127,2025-01-28
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - January 28, 2025",https://player.vimeo.com/video/1051305731,Will Robert Giuffra be Trump's Attorney General?,0.4181690514087677,2025-01-28
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - January 28, 2025",https://player.vimeo.com/video/1051305731,Will Andrew Bailey be Trump's Attorney General?,0.41614753007888794,2025-01-28
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - January 28, 2025",https://player.vimeo.com/video/1051305731,Will Ken Paxton be Trump's Attorney General?,0.41232332587242126,2025-01-28
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - January 28, 2025",https://player.vimeo.com/video/1051305731,Will John Fetterman vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.4094948470592499,2025-01-28
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - January 28, 2025",https://player.vimeo.com/video/1051305731,Will Susan Collins vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.4057820439338684,2025-01-28
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - March 11, 2025",https://player.vimeo.com/video/1064816958,Lori Chavez-DeRemer confirmed as Labor Secretary?,0.4603107273578644,2025-03-11
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - March 11, 2025",https://player.vimeo.com/video/1064816958,Will Mitch McConnell vote to confirm Lori Chavez-DeRemer as Secretary of Labor?,0.4483899474143982,2025-03-11
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - March 11, 2025",https://player.vimeo.com/video/1064816958,Will John Curtis vote to confirm Lori Chavez-DeRemer as Secretary of Labor?,0.417100191116333,2025-03-11
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - March 11, 2025",https://player.vimeo.com/video/1064816958,Will Rand Paul vote to confirm Lori Chavez-DeRemer as Secretary of Labor?,0.41596460342407227,2025-03-11
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - March 11, 2025",https://player.vimeo.com/video/1064816958,Will Donald Trump sign 5-9 executive orders in March?,0.41493237018585205,2025-03-11
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - March 11, 2025",https://player.vimeo.com/video/1064816958,Will John Fetterman vote to confirm Lori Chavez-DeRemer as Secretary of Labor?,0.403738796710968,2025-03-11
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - March 11, 2025",https://player.vimeo.com/video/1064816958,Will Bernie Sanders vote to confirm Lori Chavez-DeRemer as Secretary of Labor?,0.4012742340564728,2025-03-11
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - March 5, 2025",https://player.vimeo.com/video/1062907820,Will Mitch McConnell applaud during Trump's address to Congress?,0.42697232961654663,2025-03-05
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - March 5, 2025",https://player.vimeo.com/video/1062907820,Will Trump post 130-139 times on Truth Feb 28 - March 7?,0.41813814640045166,2025-03-05
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - March 5, 2025",https://player.vimeo.com/video/1062907820,Will Chuck Schumer applaud during Trump's address to Congress?,0.41589367389678955,2025-03-05
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - March 5, 2025",https://player.vimeo.com/video/1062907820,Will John Fetterman applaud during Trump's address to Congress?,0.4146522283554077,2025-03-05
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - March 5, 2025",https://player.vimeo.com/video/1062907820,Will Bernie Sanders applaud during Trump's address to Congress?,0.4087333679199219,2025-03-05
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - March 5, 2025",https://player.vimeo.com/video/1062907820,Will Trump post 100-109 times on Truth Feb 28 - March 7?,0.4081555902957916,2025-03-05
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - March 5, 2025",https://player.vimeo.com/video/1062907820,Will Trump post 140-149 times on Truth Feb 28 - March 7?,0.40732526779174805,2025-03-05
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - March 5, 2025",https://player.vimeo.com/video/1062907820,Will Trump post 150-159 times on Truth Feb 28 - March 7?,0.4065192639827728,2025-03-05
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - March 5, 2025",https://player.vimeo.com/video/1062907820,Will Trump say 'million' 10+ times during the 2025 State of the Union?,0.40623044967651367,2025-03-05
"Press Briefing: Karoline Leavitt Holds a Press Briefing at The White House - March 5, 2025",https://player.vimeo.com/video/1062907820,Will Trump post 80-89 times on Truth Feb 28 - March 7?,0.40255892276763916,2025-03-05
"Press Conference: Donald Trump Holds a Media Event at Mar-a-Lago - January 7, 2025",https://player.vimeo.com/video/1044795918,Will Kash Patel be Trump's FBI director?,0.4343251883983612,2025-01-07
"Press Conference: Donald Trump Holds a Media Event at Mar-a-Lago - January 7, 2025",https://player.vimeo.com/video/1044795918,Will Mike Rogers be Trump's FBI director?,0.4114246964454651,2025-01-07
"Press Conference: Donald Trump Holds a Media Event at Mar-a-Lago - January 7, 2025",https://player.vimeo.com/video/1044795918,Will Elon be worth $500b by Trump inauguration?,0.41141802072525024,2025-01-07
"Press Conference: Donald Trump Holds a Presser with Benjamin Netanyahu of Israel - February 4, 2025",https://player.vimeo.com/video/1053598669,Will Trump meet with Benjamin Netanyahu in his first 100 days?,0.5666576623916626,2025-02-04
"Press Conference: Donald Trump Holds a Presser with Benjamin Netanyahu of Israel - February 4, 2025",https://player.vimeo.com/video/1053598669,Will Trump meet with Benjamin Netanyahu by next Friday?,0.5443735718727112,2025-02-04
"Press Conference: Donald Trump Speaks to Reporters in Asheville, North Carolina - October 21, 2024",https://player.vimeo.com/video/1021949264,Will North Carolina be the closest state?,0.4153200387954712,2024-10-21
"Press Conference: Donald Trump and Emmanuel Macron of France Hold a Press Event - February 24, 2025",https://player.vimeo.com/video/1059874801,Will Putin meet with Trump in February?,0.5408079624176025,2025-02-24
"Press Conference: Donald Trump and Emmanuel Macron of France Hold a Press Event - February 24, 2025",https://player.vimeo.com/video/1059874801,Will Trump meet with Zelenskyy before July?,0.501757025718689,2025-02-24
"Press Conference: Donald Trump and Emmanuel Macron of France Hold a Press Event - February 24, 2025",https://player.vimeo.com/video/1059874801,Will Trump meet with Volodymyr Zelenskyy in his first 100 days?,0.4911201000213623,2025-02-24
"Press Conference: Donald Trump and Emmanuel Macron of France Hold a Press Event - February 24, 2025",https://player.vimeo.com/video/1059874801,Will Trump meet with Volodymyr Zelenskyy in 2025?,0.47463253140449524,2025-02-24
"Press Conference: Donald Trump and Emmanuel Macron of France Hold a Press Event - February 24, 2025",https://player.vimeo.com/video/1059874801,Will Trump meet with Keir Starmer in his first 100 days?,0.45752614736557007,2025-02-24
"Press Conference: Donald Trump and Emmanuel Macron of France Hold a Press Event - February 24, 2025",https://player.vimeo.com/video/1059874801,Will Trump meet with Keir Starmer in 2025?,0.4231559634208679,2025-02-24
"Press Conference: Donald Trump and Narendra Modi of India Hold a Press Event - February 13, 2025",https://player.vimeo.com/video/1058636667,Will Trump meet with Narendra Modi in his first 100 days?,0.4960523247718811,2025-02-13
"Press Conference: Donald Trump and Shigeru Ishiba of Japan Hold a Press Event - February 7, 2025",https://player.vimeo.com/video/1054617951,Will Trump Media invest in $TRUMP before March?,0.4166499078273773,2025-02-07
"Press Conference: Donald Trump and Shigeru Ishiba of Japan Hold a Press Event - February 7, 2025",https://player.vimeo.com/video/1054617951,Will Trump Media invest in Ethereum before March?,0.4012545347213745,2025-02-07
"Press Gaggle: Doanld Trump Speaks to Reporters Before Air Force One Departure - January 24, 2025",https://player.vimeo.com/video/1050660242,Will Mitch McConnell vote to confirm Pete Hegseth as Secretary of Defense?,0.5558567047119141,2025-01-24
"Press Gaggle: Doanld Trump Speaks to Reporters Before Air Force One Departure - January 24, 2025",https://player.vimeo.com/video/1050660242,Will Pete Hegseth be Trump's Defense Secretary?,0.5189203023910522,2025-01-24
"Press Gaggle: Doanld Trump Speaks to Reporters Before Air Force One Departure - January 24, 2025",https://player.vimeo.com/video/1050660242,Will John Fetterman vote to confirm Pete Hegseth as Secretary of Defense?,0.50191730260849,2025-01-24
"Press Gaggle: Doanld Trump Speaks to Reporters Before Air Force One Departure - January 24, 2025",https://player.vimeo.com/video/1050660242,Will John Curtis vote to confirm Pete Hegseth as Secretary of Defense?,0.4865277409553528,2025-01-24
"Press Gaggle: Doanld Trump Speaks to Reporters Before Air Force One Departure - January 24, 2025",https://player.vimeo.com/video/1050660242,Will Lisa Murkowski vote to confirm Pete Hegseth as Secretary of Defense?,0.48374515771865845,2025-01-24
"Press Gaggle: Doanld Trump Speaks to Reporters Before Air Force One Departure - January 24, 2025",https://player.vimeo.com/video/1050660242,Will Susan Collins vote to confirm Pete Hegseth as Secretary of Defense?,0.4720407724380493,2025-01-24
"Press Gaggle: Doanld Trump Speaks to Reporters Before Air Force One Departure - January 24, 2025",https://player.vimeo.com/video/1050660242,Will Mike Rogers be Trump's Defense Secretary?,0.46133533120155334,2025-01-24
"Press Gaggle: Doanld Trump Speaks to Reporters Before Air Force One Departure - January 24, 2025",https://player.vimeo.com/video/1050660242,Trump positive favorability on March 1?,0.4604176878929138,2025-01-24
"Press Gaggle: Doanld Trump Speaks to Reporters Before Air Force One Departure - January 24, 2025",https://player.vimeo.com/video/1050660242,Pete Hegseth confirmed as Secretary of Defense?,0.45291224122047424,2025-01-24
"Press Gaggle: Doanld Trump Speaks to Reporters Before Air Force One Departure - January 24, 2025",https://player.vimeo.com/video/1050660242,Trump positive favorability on February 1?,0.4510611891746521,2025-01-24
"Press Gaggle: Doanld Trump Speaks to Reporters Before Air Force One Departure - January 24, 2025",https://player.vimeo.com/video/1050660242,Trump positive favorability on inauguration day?,0.44776254892349243,2025-01-24
"Press Gaggle: Doanld Trump Speaks to Reporters Before Air Force One Departure - January 24, 2025",https://player.vimeo.com/video/1050660242,Will Mike Pompeo be Trump's Defense Secretary?,0.441766619682312,2025-01-24
"Press Gaggle: Doanld Trump Speaks to Reporters Before Air Force One Departure - January 24, 2025",https://player.vimeo.com/video/1050660242,Will Christopher Miller be Trump's Defense Secretary?,0.43844321370124817,2025-01-24
"Press Gaggle: Doanld Trump Speaks to Reporters Before Air Force One Departure - January 24, 2025",https://player.vimeo.com/video/1050660242,Will Mike Waltz be Trump's Defense Secretary?,0.43830960988998413,2025-01-24
"Press Gaggle: Doanld Trump Speaks to Reporters Before Air Force One Departure - January 24, 2025",https://player.vimeo.com/video/1050660242,Will Brian Blase be Trump's HHS Secretary?,0.4309678375720978,2025-01-24
"Press Gaggle: Doanld Trump Speaks to Reporters Before Air Force One Departure - January 24, 2025",https://player.vimeo.com/video/1050660242,Will Ron DeSantis be Trump's Defense Secretary?,0.4266555905342102,2025-01-24
"Press Gaggle: Doanld Trump Speaks to Reporters Before Air Force One Departure - January 24, 2025",https://player.vimeo.com/video/1050660242,Will Robert O'Brien be Trump's Defense Secretary?,0.42421436309814453,2025-01-24
