title,url,matching_questions,similarity,yes_price,change_1d,change_3d,change_5d
How Trump's tariffs may impact prices for Americans,https://www.youtube.com/watch?v=eUUCgYxFqzw,Trump imposes 25% tariff on Canada and Mexico before March?,0.6368162631988525,0.65,1,1,1
How Trump's tariffs may impact prices for Americans,https://www.youtube.com/watch?v=eUUCgYxFqzw,Will Trump impose tariffs on Mexico in the first 100 days?,0.6322730779647827,0.82,1,1,1
How Trump's tariffs may impact prices for Americans,https://www.youtube.com/watch?v=eUUCgYxFqzw,Will Trump impose tariffs on Canada before March?,0.621731698513031,0.82,1,1,1
How Trump's tariffs may impact prices for Americans,https://www.youtube.com/watch?v=eUUCgYxFqzw,Will Trump impose tariffs on Canada in the first 100 days?,0.6178585290908813,0.855,1,1,1
How Trump's tariffs may impact prices for Americans,https://www.youtube.com/watch?v=eUUCgYxFqzw,Will Trump impose tariffs on China before March?,0.5644393563270569,0.35,1,1,1
How Trump's tariffs may impact prices for Americans,https://www.youtube.com/watch?v=eUUCgYxFqzw,Will Trump impose tariffs on China in the first 100 days?,0.5592378377914429,0.74,1,1,1
How Trump's tariffs may impact prices for Americans,https://www.youtube.com/watch?v=eUUCgYxFqzw,Will Trump impose tariffs on Taiwan before March?,0.4961909651756286,0.08,-1,1,1
How Trump's tariffs may impact prices for Americans,https://www.youtube.com/watch?v=eUUCgYxFqzw,Will Trump halt NYC congestion pricing before April?,0.4264156818389892,0.385,-1,-1,-1
How Trump's tariffs may impact prices for Americans,https://www.youtube.com/watch?v=eUUCgYxFqzw,Will US gov sell Bitcoin before March?,0.4249991178512573,0.041,-1,-1,-1
'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,Will Tulsi Gabbard be Trump’s Director of National Intelligence?,0.7848043441772461,0.62,-1,-1,1
'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,Tulsi Gabbard confirmed as Director of National Intelligence?,0.7802410125732422,0.55,-1,-1,1
'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,Will Joni Ernst vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6872272491455078,0.675,-1,1,1
'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,Will Bill Cassidy vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6753556728363037,0.67,-1,1,1
'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,Will Cynthia Lummis vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6721365451812744,0.705,-1,-1,1
'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,Will John Fetterman vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6713581085205078,0.12,-1,-1,1
'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,Will Mitch McConnell vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6689809560775757,0.0465,-1,-1,1
'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,Will Susan Collins vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6605228185653687,0.095,1,1,1
'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,Will John Curtis vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6416680216789246,0.525,-1,-1,-1
'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,Will Lisa Murkowski  vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6290070414543152,0.12,-1,1,1
'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,Bernie Sanders votes to confirm Tulsi Gabbard?,0.5697149038314819,0.0835,-1,-1,1
'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,Will Ezra Cohen-Watnick be Trump’s Director of National Intelligence?,0.5270901918411255,0.0275,0,-1,-1
'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,Will Douglas Macgregor be Trump’s Director of National Intelligence?,0.5205413699150085,0.0285,0,-1,-1
'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,Will Robert O'Brien be Trump’s Director of National Intelligence?,0.5146344900131226,0.0335,-1,1,1
'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,Will Ric Grenell be Trump’s Director of National Intelligence?,0.5053092837333679,0.1185,-1,1,-1
'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,Will Stephen Miller be Trump’s Director of National Intelligence?,0.5022273063659668,0.0195,1,-1,-1
'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,Will Chris Stewart be Trump’s Director of National Intelligence?,0.4988741874694824,0.1185,1,1,-1
'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,Will Devin Nunes be Trump’s Director of National Intelligence?,0.498721718788147,0.0315,1,1,-1
'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,Will Kash Patel be Trump's FBI director?,0.4810262620449066,0.9,1,1,1
'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,Will Michael Flynn be Trump’s Director of National Intelligence?,0.4569003880023956,0.0215,0,-1,-1
'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,Kash Patel confirmed as Director of the FBI?,0.454437643289566,0.9,1,1,1
'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,Will Andrew Bailey be Trump's FBI director?,0.4461488425731659,0.0285,-1,-1,-1
'Is Edward Snowden a traitor?': Senators repeatedly ask Gabbard for an answer,https://www.youtube.com/watch?v=W0gQ4fhoKMQ,Will Ken Paxton be Trump's FBI director?,0.4336714744567871,0.0135,-1,-1,-1
White House rescinds memo on federal aid freeze that sparked confusion,https://www.youtube.com/watch?v=UhjNUhYZwKc,Will Trump issue an executive order on Day 11?,0.4259654879570007,0.67,1,-1,-1
Transgender Navy commander reacts to Trump's ban on trans service members,https://www.youtube.com/watch?v=8oY0yWJiWfc,Trump transgender sports ban?,0.5613337159156799,0.843,-1,-1,-1
Hegseth revokes security detail and clearance for Trump critic Gen. Mark Milley,https://www.youtube.com/watch?v=Oh-R4y_hEgs,Doug Collins confirmed as Secretary of Veterans Affairs?,0.4448456168174743,0.991,1,1,1
Hegseth revokes security detail and clearance for Trump critic Gen. Mark Milley,https://www.youtube.com/watch?v=Oh-R4y_hEgs,Will Ken Paxton be Trump's FBI director?,0.4352789521217346,0.0135,0,-1,-1
Hegseth revokes security detail and clearance for Trump critic Gen. Mark Milley,https://www.youtube.com/watch?v=Oh-R4y_hEgs,Seven Trump Cabinet confirmations in January?,0.4299441874027252,0.065,-1,-1,-1
Hegseth revokes security detail and clearance for Trump critic Gen. Mark Milley,https://www.youtube.com/watch?v=Oh-R4y_hEgs,Six Trump Cabinet confirmations in January?,0.4196275770664215,0.011,-1,-1,-1
Hegseth revokes security detail and clearance for Trump critic Gen. Mark Milley,https://www.youtube.com/watch?v=Oh-R4y_hEgs,Will Ken Paxton be Trump's Attorney General?,0.4190430343151092,0.0025,0,-1,-1
Hegseth revokes security detail and clearance for Trump critic Gen. Mark Milley,https://www.youtube.com/watch?v=Oh-R4y_hEgs,Will Robert Giuffra be Trump's Attorney General?,0.4187002182006836,0.002,1,-1,0
Hegseth revokes security detail and clearance for Trump critic Gen. Mark Milley,https://www.youtube.com/watch?v=Oh-R4y_hEgs,Nine Trump Cabinet confirmations in January?,0.4179929196834564,0.425,1,-1,-1
Hegseth revokes security detail and clearance for Trump critic Gen. Mark Milley,https://www.youtube.com/watch?v=Oh-R4y_hEgs,Will Trump appeal his hush money conviction?,0.4149726033210754,0.9095,1,1,1
Hegseth revokes security detail and clearance for Trump critic Gen. Mark Milley,https://www.youtube.com/watch?v=Oh-R4y_hEgs,Will Douglas Macgregor be Trump’s Director of National Intelligence?,0.4144940078258514,0.0255,1,1,-1
Hegseth revokes security detail and clearance for Trump critic Gen. Mark Milley,https://www.youtube.com/watch?v=Oh-R4y_hEgs,Eight Trump Cabinet confirmations in January?,0.4144937992095947,0.275,-1,1,1
Hegseth revokes security detail and clearance for Trump critic Gen. Mark Milley,https://www.youtube.com/watch?v=Oh-R4y_hEgs,Will Mike Rogers be Trump's FBI director?,0.4036417007446289,0.0255,-1,-1,-1
Caroline Kennedy calls cousin RFK Jr. a predator' ahead of his confirmation hearings,https://www.youtube.com/watch?v=2WQ9MtzuYaA,RFK Jr. confirmed as Health & Human Services Secretary?,0.4904896020889282,0.775,-1,-1,-1
Caroline Kennedy calls cousin RFK Jr. a predator' ahead of his confirmation hearings,https://www.youtube.com/watch?v=2WQ9MtzuYaA,Trump declassifies JFK files in first week?,0.4282581210136413,0.008,1,1,-1
Caroline Kennedy calls cousin RFK Jr. a predator' ahead of his confirmation hearings,https://www.youtube.com/watch?v=2WQ9MtzuYaA,Will RFK Jr. be Trump's HHS Secretary?,0.4094061255455017,0.802,-1,-1,-1
Musk tells far-right German party event there's too much focus on past guilt',https://www.youtube.com/watch?v=_5r97Y3bsmw,Will Elon Musk be a member of the Trump administration?,0.4764748215675354,0.345,-1,-1,-1
Trump Justice Department fires officials who investigated Trump,https://www.youtube.com/watch?v=N-ZNfuCdkUo,Six Trump Cabinet confirmations in January?,0.466323047876358,0.09,-1,-1,-1
Trump Justice Department fires officials who investigated Trump,https://www.youtube.com/watch?v=N-ZNfuCdkUo,Will Trump appeal his hush money conviction?,0.462320864200592,0.866,-1,1,1
Trump Justice Department fires officials who investigated Trump,https://www.youtube.com/watch?v=N-ZNfuCdkUo,Seven Trump Cabinet confirmations in January?,0.4523296654224396,0.105,-1,-1,-1
Trump Justice Department fires officials who investigated Trump,https://www.youtube.com/watch?v=N-ZNfuCdkUo,Five Trump Cabinet confirmations in January?,0.4495061635971069,0.0035,-1,-1,-1
Trump Justice Department fires officials who investigated Trump,https://www.youtube.com/watch?v=N-ZNfuCdkUo,Nine Trump Cabinet confirmations in January?,0.4494183659553528,0.265,1,1,-1
Trump Justice Department fires officials who investigated Trump,https://www.youtube.com/watch?v=N-ZNfuCdkUo,Four Trump Cabinet confirmations in January?,0.4472784101963043,0.003,-1,-1,-1
Trump Justice Department fires officials who investigated Trump,https://www.youtube.com/watch?v=N-ZNfuCdkUo,Eight Trump Cabinet confirmations in January?,0.4434384703636169,0.41,-1,-1,1
Trump Justice Department fires officials who investigated Trump,https://www.youtube.com/watch?v=N-ZNfuCdkUo,Will Mike Rogers be Trump's FBI director?,0.4317543506622314,0.0185,-1,1,-1
Trump Justice Department fires officials who investigated Trump,https://www.youtube.com/watch?v=N-ZNfuCdkUo,Will Andrew Bailey be Trump's FBI director?,0.4220579862594604,0.0285,-1,0,-1
Trump Justice Department fires officials who investigated Trump,https://www.youtube.com/watch?v=N-ZNfuCdkUo,Trump declassifies JFK files in first week?,0.4208820462226867,0.0805,-1,-1,-1
Trump Justice Department fires officials who investigated Trump,https://www.youtube.com/watch?v=N-ZNfuCdkUo,Ten or more Trump Cabinet confirmations in January?,0.4111122488975525,0.098,1,1,-1
Trump Justice Department fires officials who investigated Trump,https://www.youtube.com/watch?v=N-ZNfuCdkUo,Will Matthew Whitaker be Trump's Attorney General?,0.4102233052253723,0.0015,0,-1,-1
Trump Justice Department fires officials who investigated Trump,https://www.youtube.com/watch?v=N-ZNfuCdkUo,Will Ken Paxton be Trump's FBI director?,0.4096231460571289,0.0135,0,0,-1
Inspector general fired by Trump has a warning for Americans,https://www.youtube.com/watch?v=AIvw_FTQU90,Will Matthew Whitaker be Trump's Attorney General?,0.4030803442001343,0.0015,0,-1,-1
Inspector general fired by Trump has a warning for Americans,https://www.youtube.com/watch?v=AIvw_FTQU90,Will Todd Blanche be Trump's Attorney General?,0.4001812934875488,0.0045,-1,-1,-1
"We may be going dramatically backwards' in public health approach, former HHS secretary says",https://www.youtube.com/watch?v=VMRKKKrOY_k,Will Eric Hargan be Trump's HHS Secretary?,0.4270015954971313,0.002,0,1,1
"We may be going dramatically backwards' in public health approach, former HHS secretary says",https://www.youtube.com/watch?v=VMRKKKrOY_k,Will Donald Trump issue 75-99 executive orders in his first week?,0.4250317215919494,0.0005,1,0,0
"We may be going dramatically backwards' in public health approach, former HHS secretary says",https://www.youtube.com/watch?v=VMRKKKrOY_k,Will Donald Trump issue 50-74 executive orders in his first week?,0.4159022569656372,0.0045,-1,-1,-1
"We may be going dramatically backwards' in public health approach, former HHS secretary says",https://www.youtube.com/watch?v=VMRKKKrOY_k,Will Donald Trump issue 25-49 executive orders in his first week?,0.4158991575241089,0.99,1,1,1
"We may be going dramatically backwards' in public health approach, former HHS secretary says",https://www.youtube.com/watch?v=VMRKKKrOY_k,RFK Jr. confirmed as Health & Human Services Secretary?,0.4091396331787109,0.765,1,1,0
"We may be going dramatically backwards' in public health approach, former HHS secretary says",https://www.youtube.com/watch?v=VMRKKKrOY_k,Will Trump issue 150-199 executive orders in first week?,0.4033597111701965,0.0005,0,0,0
"We may be going dramatically backwards' in public health approach, former HHS secretary says",https://www.youtube.com/watch?v=VMRKKKrOY_k,Will Donald Trump issue 100 or more executive orders in his first week?,0.4007259607315063,0.0015,-1,-1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Nine Trump Cabinet confirmations in January?,0.6272993087768555,0.215,1,1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Seven Trump Cabinet confirmations in January?,0.6221307516098022,0.125,-1,-1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Five Trump Cabinet confirmations in January?,0.6215304136276245,0.0035,0,-1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Eight Trump Cabinet confirmations in January?,0.6212289333343506,0.375,1,-1,1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Six Trump Cabinet confirmations in January?,0.6143226623535156,0.075,1,-1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Ten or more Trump Cabinet confirmations in January?,0.6077927947044373,0.0865,1,1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Four Trump Cabinet confirmations in January?,0.6067795157432556,0.0005,1,0,0
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Ken Paxton be Trump's FBI director?,0.5911692380905151,0.012,1,1,0
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Mike Rogers be Trump's FBI director?,0.5404397249221802,0.0125,1,1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Andrew Bailey be Trump's FBI director?,0.528361439704895,0.0205,1,1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Trump nominates Elon Musk to Cabinet?,0.522484540939331,0.012,-1,-1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Brian Blase be Trump's HHS Secretary?,0.5094671249389648,0.004,-1,-1,1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Ben Carson be Trump's HHS Secretary?,0.5007864236831665,0.0815,1,-1,1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Ken Paxton be Trump's Attorney General?,0.5005061626434326,0.0025,0,0,0
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Joe Grogan be Trump's HHS Secretary?,0.4953501522541046,0.0025,0,1,1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will RFK Jr. be Trump's HHS Secretary?,0.4894380569458008,0.777,1,1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will John Fetterman vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.4892317652702331,0.175,-1,-1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Eric Hargan be Trump's HHS Secretary?,0.4797684252262115,0.002,0,1,1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Matthew Whitaker be Trump's Attorney General?,0.4793277084827423,0.0005,1,1,1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Robert Giuffra be Trump's Attorney General?,0.4720517992973327,0.005,-1,-1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Jay Clayton be Trump's Attorney General?,0.4665185511112213,0.0015,0,0,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Donald Trump issue 100 or more executive orders in his first week?,0.464103490114212,0.0015,0,-1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Andrew Bailey be Trump's Attorney General?,0.4587644934654236,0.003,-1,-1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Trump use a recess appointment for Matt Gaetz?,0.4574507176876068,0.0095,1,1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Trump issue 200 or more executive orders in first week?,0.4554357230663299,0.001,1,-1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Kash Patel be Trump's FBI director?,0.4536477029323578,0.885,1,0,1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Mike Davis be Trump's Attorney General?,0.4522677063941955,0.001,1,1,1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Mitch McConnell vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.4518714845180511,0.09,-1,-1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Sean Duffy confirmed as Secretary of Transportation?,0.4474153816699981,0.996,1,1,1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Lisa Murkowski  vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.4468828439712524,0.26,-1,-1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Donald Trump issue 25-49 executive orders in his first week?,0.4463965892791748,0.987,1,1,1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Paul Mango be Trump's HHS Secretary?,0.4453860223293304,0.0035,1,0,1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Scott Bessent confirmed as Treasury Secretary?,0.4428897798061371,0.998,0,1,1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will John Curtis vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.4401673972606659,0.54,-1,-1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Bobby Jindal be Trump's HHS Secretary?,0.4392901062965393,0.014,-1,-1,1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Donald Trump issue 75-99 executive orders in his first week?,0.4384855031967163,0.0015,-1,-1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Trump issue less than 100 executive orders in first week?,0.4363699555397033,0.998,1,1,1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Elon Musk be a member of the Trump administration?,0.4351419806480407,0.35,1,-1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Trump issue 100-149 executive orders in first week?,0.435033917427063,0.002,-1,-1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Donald Trump issue 50-74 executive orders in his first week?,0.4336335659027099,0.009,-1,-1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Trump issue 150-199 executive orders in first week?,0.4302826523780823,0.001,-1,-1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Scott Turner confirmed as HUD Secretary?,0.4301835298538208,0.9935,1,0,1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Trump sign a bill into law in his first week?,0.4301186203956604,0.44,-1,-1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Mike Lee be Trump's Attorney General?,0.4190694093704223,0.002,-1,1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Matt Gaetz be Trump's Attorney General?,0.4183134138584137,0.0035,0,-1,1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Will Levi be Trump's Attorney General?,0.414230465888977,0.0005,1,1,0
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Susan Collins vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.4121742844581604,0.185,-1,-1,1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Trump declassifies JFK files in first week?,0.4108466804027557,0.0595,1,-1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Chris Wright confirmed as Secretary of Energy?,0.4103575348854065,0.988,1,1,1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Doug Collins confirmed as Secretary of Veterans Affairs?,0.407426118850708,0.9855,1,1,1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Doug Burgum confirmed as Secretary of the Interior?,0.4054493308067322,0.9955,-1,-1,1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Trump meet with Volodymyr Zelenskyy in his first 100 days?,0.4045208692550659,0.79,-1,-1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,RFK Jr. confirmed as Health & Human Services Secretary?,0.4015642404556274,0.755,1,-1,-1
Brownstein on why he thinks McConnell voted against Hegseth's confirmation,https://www.youtube.com/watch?v=vPd1LtnGN9I,Will Todd Blanche be Trump's Attorney General?,0.4001967906951904,0.0025,1,0,-1
Trump hits Colombia with retaliatory tariffs over deportation flights,https://www.youtube.com/watch?v=gyJt5etQw3c,Trump imposes 25% tariff on Canada and Mexico before March?,0.6703564524650574,0.265,1,1,1
Trump hits Colombia with retaliatory tariffs over deportation flights,https://www.youtube.com/watch?v=gyJt5etQw3c,Will Trump impose 25% tariff on Mexico or Canada before February?,0.6409205198287964,0.0535,1,-1,1
Trump hits Colombia with retaliatory tariffs over deportation flights,https://www.youtube.com/watch?v=gyJt5etQw3c,Will Trump impose tariffs on Mexico in his first week?,0.5876082181930542,0.0105,-1,-1,-1
Trump hits Colombia with retaliatory tariffs over deportation flights,https://www.youtube.com/watch?v=gyJt5etQw3c,Will Trump impose tariffs on Mexico before March?,0.5828139781951904,0.71,1,1,1
Trump hits Colombia with retaliatory tariffs over deportation flights,https://www.youtube.com/watch?v=gyJt5etQw3c,Will Trump impose tariffs on Canada in his first week?,0.5561423897743225,0.0015,1,-1,-1
Trump hits Colombia with retaliatory tariffs over deportation flights,https://www.youtube.com/watch?v=gyJt5etQw3c,Will Trump impose tariffs on Canada before March?,0.5507684946060181,0.675,1,1,1
Trump hits Colombia with retaliatory tariffs over deportation flights,https://www.youtube.com/watch?v=gyJt5etQw3c,Will Trump impose tariffs on China in his first week?,0.5455859899520874,0.0075,-1,-1,-1
Trump hits Colombia with retaliatory tariffs over deportation flights,https://www.youtube.com/watch?v=gyJt5etQw3c,Will Trump impose tariffs on the European Union  in his first week?,0.5332396030426025,0.011,-1,-1,-1
Trump hits Colombia with retaliatory tariffs over deportation flights,https://www.youtube.com/watch?v=gyJt5etQw3c,Will Trump impose tariffs on the UK in his first week?,0.5072569847106934,0.005,-1,-1,-1
Trump hits Colombia with retaliatory tariffs over deportation flights,https://www.youtube.com/watch?v=gyJt5etQw3c,Will Trump impose tariffs on Japan in his first week?,0.5030920505523682,0.011,-1,-1,-1
Trump hits Colombia with retaliatory tariffs over deportation flights,https://www.youtube.com/watch?v=gyJt5etQw3c,Trump's birthright citizenship ban unblocked before March?,0.4056148529052734,0.07,1,-1,-1
Schumer issues warning about Trump administration,https://www.youtube.com/watch?v=K4ibtryKdCs,Will Bobby Jindal be Trump's HHS Secretary?,0.5286125540733337,0.014,-1,-1,1
Schumer issues warning about Trump administration,https://www.youtube.com/watch?v=K4ibtryKdCs,Will Paul Mango be Trump's HHS Secretary?,0.5063759088516235,0.0035,1,0,1
Schumer issues warning about Trump administration,https://www.youtube.com/watch?v=K4ibtryKdCs,Will Brian Blase be Trump's HHS Secretary?,0.5035285949707031,0.004,-1,-1,1
